編號,原文,臺灣用語,大陸用語,其他用語,
1,Q address,Q位址；傳送數據位址；源位址,,,
2,Q channel,Q通道,,,
3,Q I/O,佇列輸出輸入,,,
4,Q output,Q輸出,,,
5,Q output state,Q輸出狀態,,,
6,Q test,Q測試,,,
7,Q-axis,Q坐標,,,
8,Q-band,Q波段,,,
9,QCB,隊列控制（方）塊；佇列控制塊；佇列控制分程序,隊列控制塊 ,,
10,QCB extension,QCB擴充區；佇列控制塊擴充區,,,
11,q-dimensional lattice,q維晶格,q維網格 ,,
12,Q-factor,品質因數,,,
13,QFP,四面扁平封裝,四面扁平封裝 ,,
14,QIC,1/4英吋盒式磁帶,1/4英寸盒式磁帶 ,,
15,QL,查詢語言,查詢語言 ,,
16,QLISP,QLISP語言；一種人工智慧語言,,,
17,QMG batch job,QMG整批作業,,,
18,QMG print job,QMG列印工作,,,
19,QoS,服務品質,服務質量 ,,
20,quad,四線組；四心線；四芯（導）線；四元組；四倍的；四個一組的,,,
21,quad asynchronous local terminal adapter,四線異步局部終端適配接器,,,
22,quad bus transceiver inverting,四匯流排收發器反向,,,
23,quad cable,四心電纜,,,
24,quad density,四倍密度,,,
25,quad flat package,四面扁平封裝,四面扁平封裝 ,,
26,quad in-line LSI package,四列直插式大規模集成電路組件,,,
27,quad in-line package,四列直插式組件；四列直插封裝,,,
28,quad in-line,四列直插式；四列直插式（組件）,,,
29,quad synchronous adapter,四線同步轉接器；四線同步適配器,,,
30,quad tree,四元樹,,,
31,quad2 in NAND gate,四2輸入與非閘,,,
32,quadded cable,四線組電纜；四心電纜；四線電纜,,,
33,quadded flipflop,四線正反器,,,
34,quadded logic,四線邏輯,,,
35,quadrangle,四角形；四邊形,,,
36,quadrant,象限,,,
37,quadrant multiplier,象限乘法器,,,
38,quadrantal symmetry,象限對稱,,,
39,quadra-phase shift keying,四相移位鍵控,,,
40,quadra-phase,四相制,,,
41,quadrate,平方；二次；正方形,,,
42,quadratic,二次的,,,
43,quadratic approximation,二次近似,,,
44,quadratic arc computer,二次弧計算機,,,
45,quadratic assignment problem,二次指派問題,,,
46,quadratic convergence,二次收斂,,,
47,quadratic criterion integral,二次型積分準則,,,
48,quadratic dual problem,二次對偶問題,,,
49,quadratic equation,二次方程式,,,
50,quadratic form,二次形式,,,
51,quadratic function,二次函數,,,
52,quadratic hash,二次散列,,,
53,quadratic minimization problem,二次最小化問題,,,
54,quadratic non-residue,平方非殘餘,平方非剩余 ,,
55,quadratic performance index,二次型效能指標,二次型性能指標 ,,
56,quadratic probing,二次探測,,,
57,quadratic programming,二次規劃,,,
58,quadratic quotient search,二次商搜尋,,,
59,quadratic reciprocity law,二次互反性定律,,,
60,quadratic rehash,二次再散列（法）,,,
61,quadratic residue,平方殘餘,平方剩余 ,,
62,quadratic residues interactive proof system,平方殘餘交互式證明系統,平方剩余交互式証明系統 ,,
63,quadratic search,二次搜尋,,,
64,quadratic sum,平方和,,,
65,quadratic surface,二次曲面,,,
66,quadratically integrable function,平方可積函數,,,
67,quadrature,正交；求面積；求積分,,,
68,quadrature amplitude modulation,正交調幅,,,
69,quadrature amplitude shift keying,正交移幅鍵控；正交振幅移位鍵控,,,
70,quadrature component,正交分量,,,
71,quadrature formula,求積公式,,,
72,quadrature mirror filter,正交鏡相濾波器,,,
73,quadrature modulation,正交調變,,,
74,quadrature phase and amplitude modulation,正交調相調幅,,,
75,quadrature phase shift keying,正交相移位鍵控,,,
76,quadrature phase shift keying,正交移相鍵控,,,
77,quadric,二次的；二次曲面的,,,
78,quadric discriminator,二次鑑別器,,,
79,quadrilateral,四邊形,,,
80,quadrilateral prism,四邊形稜柱,,,
81,quadrinomial,四項的；四項式（的）,,,
82,quadriphase shift keying,四相移相鍵控,,,
83,quadripole,四端網路；四端電路,,,
84,quadripuntal,四打孔；打四孔的,,,
85,quadruple,四倍；四元的；四元組,四元組 ,,
86,quadruple address,四元位址,,,
87,quadruple diversity operation,四元分集操作,,,
88,quadruple form,四元組形式,,,
89,quadruple length register,四元長度暫存器,,,
90,quadruple notation,四元組記法,,,
91,quadruple operator,四元組運算子,,,
92,quadruple precision,四倍精度,,,
93,quadruple processor,四元處理機,,,
94,quadruple register,四元暫存器,,,
95,quadruple type,四倍精準度型式；四元組類型,,,
96,quadrupler,四倍器；乘4裝置,,,
97,quadruplex,四工的；四重的；四倍的；四路多工的,,,
98,quadruplex system,四工系統,,,
99,quadruplex transverse scanning,四工橫向掃瞄,,,
100,quadrupling,四倍,,,
101,quadtree,四叉樹,四叉樹 ,,
102,quadword,四倍字；空形字；四倍長字,,,
103,quaint character,古怪字符；精巧字符,,,
104,qualification,合格性；資格；技能；限定,鑒定 ,,
105,qualification of name,名稱限定,,,
106,qualification requirement,資格需求,鑒定需求 ,,
107,qualification test procedure,資格測試程序,,,
108,qualification test specification,資格測試規格,,,
109,qualification testing,資格測試,合格性測試 ,,
110,qualification time,鑒定時間；判定時間；限定時間,,,
111,qualified call,限定呼叫,,,
112,qualified data name,限定資料名稱；受限數據名稱,,,
113,qualified expression,限定表式,,,
114,qualified file,合格檔案,,,
115,qualified function,限定函數,,,
116,qualified global name,合格總體名稱,,,
117,qualified job name,合格工件名稱,,,
118,qualified name,合格名稱；限定名稱；修飾名稱；定位名字；資格名字,,,
119,qualified object name,合格目標模組名；限定目標模組名,,,
120,qualified paragraph name,限定段名；受限段名,,,
121,qualified parts list,合格零件表,,,
122,qualified products list,合格產品清單,,,
123,qualified reference,限定引用,,,
124,qualified segment search argument,合格段搜尋引數,,,
125,qualifier,合格號；限定語；限定詞；定義式；義定子；範圍限定；量詞,,,
126,qualifier signal,限制信號,,,
127,qualify,限定；限制；減輕,,,
128,qualifying,限定的；限制的,,,
129,qualifying connective,限定連結詞；限定連接詞,,,
130,qualifying parameter,限定參數,,,
131,qualitative data,定性資料,,,
132,qualitative description,定性描述,定性描述 ,,
133,qualitative evaluation,定性評估,,,
134,qualitative expression,定性表式,,,
135,qualitative method,定性方法,,,
136,qualitative model,定性模型,,,
137,qualitative operational requirement,定性作業需求,,,
138,qualitative physics,定性物理,定性物理 ,,
139,qualitative reasoning,定性推理,定性推理 ,,
140,qualitative requirement information,定性需求資訊,,,
141,qualitative theory,定性理論,,,
142,qualitative variable,定性變數,,,
143,quality,品質,,,
144,quality and performance test,質量和效能測試,質量和性能測試 ,,
145,quality assurance,質量保證,質量保証 ,,
146,quality assurance acceptance standards,品質保證驗收標準,,,
147,quality assurance data system,品質保證資料系統,,,
148,quality assurance division,品質保證部門,,,
149,quality assurance program,品質保證程式,,,
150,quality assurance test procedure,品質保證測試程序,,,
151,quality assurance,品質保證,,,
152,quality certification system,品質認證系統,,,
153,quality control center,品質控制中心,,,
154,quality control level,品質控制等級,,,
155,quality control operating procedure,品質控制作業程序,,,
156,quality control system,品質控制系統,,,
157,quality control,品質控制,,,
158,quality diagnostics,品質診斷,,,
159,quality engineering,品質工程,質量工程 ,,
160,quality examination program,品質檢查程式,,,
161,quality factor,品質因子,,,
162,quality index of a channel,通道品質指數,,,
163,quality index,品質索引,,,
164,quality information,品質資訊,,,
165,quality insurance chain,品質保險鍊,,,
166,quality insurance system,品質保險系統,,,
167,quality metric,品質度量,,,
168,quality metrics,質量度量學,質量度量學 ,,
169,quality monitor console,品質監視控制台,,,
170,quality of connection,連接品質；通話品質,,,
171,quality of service,服務品質,服務質量 ,,
172,quality products list,優質產品目錄,,,
173,quality reporting system,品質報告系統,,,
174,quality requirement,品質需求,,,
175,quality verification,品質驗證,,,
176,quality verification test,品質驗證測試,,,
177,quanta,量子,,,
178,quantic,齊式；齊次多項式,,,
179,quantification,量化,,,
180,quantification logic,量化邏輯,,,
181,quantification theory,量化理論,,,
182,quantified analogy,定量類推,,,
183,quantified system analysis,量化系統分析,,,
184,quantified variable,量化變數,,,
185,quantifier,量詞,量詞 ,,
186,quantifier scoping,量詞範疇,,,
187,quantifier-free conjunctive normal form,自由量詞合取範式,,,
188,quantify knowledge complexity,量化知識複雜度,量化知識復雜度 ,,
189,quantile,分位數,,,
190,quantitative,定量的,,,
191,quantitative computer management,定量計算機管理,,,
192,quantitative image analysis,定量影像分析,定量圖像分析 ,,
193,quantitative linguistics,計量語言學,計量語言學 ,,
194,quantitative management method,定量管理方法,,,
195,quantitative theory,定量理論,,,
196,quantitative variable,定量變數,,,
197,quantity,量；（定）額；數（目）；參數；值；數量；大量,,,
198,quantity adjusted this month or period,本月或本期調整數量,,,
199,quantity adjusted this period,本期調整數量,,,
200,quantity allocated,配置數量,,,
201,quantity and transaction amount,數量及異動金額,,,
202,quantity available,可用數量,,,
203,quantity break,數量分段,,,
204,quantity break points,數量分段點,,,
205,quantity breakdown,數量分解,,,
206,quantity complete current operation,數量完整現行作業,,,
207,quantity complete previous operation,數量完整前次作業,,,
208,quantity completed,已完成數量,,,
209,quantity deviation,數量偏差,,,
210,quantity discount,數量折扣,,,
211,quantity in splits,分割之數量,,,
212,quantity issued,已發料之數量,,,
213,quantity issued this month or period,本月或本期發料數量,,,
214,quantity issued this period,本期發料數量,,,
215,quantity issued this year,本年發料數量,,,
216,quantity limit,數量限制,,,
217,quantity of components per parent,每親項組件數量,,,
218,quantity on hand,在庫數量,,,
219,quantity on order,已訂數量,,,
220,quantity on this release,本次發放數量,,,
221,quantity open,已開立數量,,,
222,quantity ordered,已訂數量,,,
223,quantity per assembly,每裝配件數量,,,
224,quantity per unit,每單位數量,,,
225,quantity price break information,數量價格分段資訊,,,
226,quantity price file,數量價格檔,,,
227,quantity received,已收數量,,,
228,quantity received at dock,在碼頭已收數量,,,
229,quantity received in inspection,在檢已收數量,,,
230,quantity received this month or period,本月或本期已收數量,,,
231,quantity received this period,本期已收數量,,,
232,quantity received to stock,已收入庫數量,,,
233,quantity req/unit,每單位需求數量,,,
234,quantity required,需求數量,,,
235,quantity scrapped,報廢數量,,,
236,quantity scrapped total-to-date,至本日總報廢數量,,,
237,quantity short,短缺數量,,,
238,quantity sold,售出數量,,,
239,quantity sold this month or period,本月或本期售出數量,,,
240,quantity sold this year,本年售出數量,,,
241,quantity sold this year-to-date,本年度至本日售出數量,,,
242,quantity to inspection,在檢中數量,,,
243,quantity unissued,未發料數量,,,
244,quantity used this month or period,本月或本期使用數量,,,
245,quantity used this period,本期使用數量,,,
246,quantity used this year,本年使用數量,,,
247,quantity variance,數量變量,,,
248,quantization,量化；量子化,量化 ,,
249,quantization distortion,量化失真；量化畸變,,,
250,quantization error,量化誤差,,,
251,quantization noise,量化雜訊,,,
252,quantization uncertainty,量化不確定性,,,
253,quantization vector,量化向量,,,
254,quantize,量化；數字轉換（把連續量轉換成數字）；量子化,,,
255,quantized amplitude modulation,量化調幅,,,
256,quantized analog data,量化類比資料,,,
257,quantized interval,量化間隔,,,
258,quantized probability design,量化機率設計,,,
259,quantized pulse position modulation,量化脈波地位調變,,,
260,quantized pulsed amplitude modulation,量化脈波振幅調變,,,
261,quantizer,量化器；數字轉換器；編碼器,,,
262,quantizer noise,量化器雜訊,,,
263,quantizer threshold spacing,量化器定限間距,,,
264,quantizing,量化,,,
265,quantizing distortion,量化失真；量化畸變,,,
266,quantizing error,量化錯誤；量子誤差；量化誤差,,,
267,quantizing noise,量化雜訊,,,
268,quantizing uncertainty or error,量化誤差或不確定性,,,
269,quantum,量子；量程；時間片（分時系統用）,,,
270,quantum clock,量子鐘,,,
271,quantum computer,量子計算機,量子計算機 ,,
272,quantum counter,量子計數器,,,
273,quantum cryptography,量子密碼,量子密碼 ,,
274,quantum electronics,量子電子學,,,
275,quantum number,量子數,,,
276,quantum of time,時間量子,,,
277,quantum theory,量子論,,,
278,quantum time,量子時間,,,
279,quarter adder,四分之一加法器,,,
280,quarter inch cartridge tape,1/4英吋盒式磁帶,1/4英寸盒式磁帶 ,,
281,quarter wave line,四分之一波長線,,,
282,quarter wave plate,四分之一波（晶）片,,,
283,quarter word,四分之一字長,,,
284,quarter-inch cartridge,四分之一吋磁帶機,,,
285,quarter-inch cartridge drive standard,四分之一吋匣驅動標準,,,
286,quarterly progress report,季度進展報告,,,
287,quarter-speed,四分之一速率；四分之一速度,,,
288,quarter-square multiplier,四分之一平方乘法器,,,
289,quartet,四位字節,,,
290,quartic,四次的,,,
291,quartic equation,四次方程式,,,
292,quartile,四分位數,,,
293,quartz,石英,,,
294,quartz crystal filter,石英晶體濾波器,,,
295,quartz crystal frequency oscillator,石英晶體頻率振盪器,,,
296,quartz crystal,石英晶體,,,
297,quartz delay-line,石英延遲線,,,
298,quartz delay-line memory,石英延遲線記憶體,,,
299,quartz delay-line storage,石英延遲線儲存器,,,
300,quartz oscillator,石英振盪器,,,
301,quartz thermometer,石英溫度計,,,
302,quasi,準；擬（詞頭）,,,
303,quasi-bidirectional,準雙向的；準雙向器,,,
304,quasi-conductor,準導體,,,
305,quasi-coordinate,準坐標,,,
306,quasi-differential mode,準微分模（態）,,,
307,quasi-dynamic memory,準動態記憶體,,,
308,quasi-equal,擬相等,,,
309,quasi-equilibrium,準均衡,,,
310,quasi-field,擬域,,,
311,quasi-horizontal microinstruction,準水平微指令,,,
312,quasi-instruction,準指令；擬指令；偽指令,,,
313,quasi-instruction form,準指令形式；擬指令形式（將數據表示成指令的形令）,,,
314,quasi-language,擬語言,,,
315,quasi-linear,準線性,,,
316,quasi-linear equation,準線性方程式,,,
317,quasi-linear hyperbolic equation,準線性雙曲方程式,,,
318,quasi-linear sequential machine,準線性順序機,,,
319,quasi-linearization,準線性化,,,
320,quasi-Monte Carlo method,擬蒙特卡羅法,,,
321,quasi-Newton method,擬牛頓法,,,
322,quasi-order,擬序,,,
323,quasi-ordering,擬排序,,,
324,quasi-parallel processing,擬平行處理,,,
325,quasi-parallelism,準平行性,,,
326,quasiparticle,準粒子,,,
327,quasi-peak detector,準峰值檢測器,,,
328,quasi-perfect code,準完整碼,,,
329,quasi-periodicity,擬週期性,,,
330,quasi-random access memory,準隨機存取記憶體,,,
331,quasi-random sequence of number,準隨機數的序列,,,
332,quasi-reentrant,擬重入,,,
333,quasi-reversible queue,準可逆佇列,,,
334,quasi-stable state,準穩定狀態,,,
335,quasi-strongly connected graph,擬強連接圖,,,
336,quasi-synchronous,準同步的,,,
337,quasi-syntax,擬語法；擬文法,,,
338,quasi-uniform distribution,擬均勻分佈,,,
339,quasi-variable,準變量；擬變量,,,
340,quaterdenary,十四進制的,,,
341,quaternary,四進制的,,,
342,quaternary center,（STDN的）四級中心,,,
343,quaternary logic,四進制邏輯,,,
344,quaternary operator,四元運算子,,,
345,quaternary read only memory,四進制唯讀記憶體,,,
346,quaternary signaling,四元（有,無,正,負）信號法,,,
347,quaternion,四元數,,,
348,queens function,皇后函數,,,
349,QUEL,QUEL語言,,,
350,quench,淬熄,,,
351,quenching frequency,歇振頻率,,,
352,queried access,詢問式存取,,,
353,query,查詢；詢問,,,
354,query and reporting processor,查詢及報告處理機,,,
355,query by example,實例查詢,,,
356,query by pictorial example,圖例查詢,圖例查詢 ,,
357,query complexity,查詢複雜性,,,
358,query complexity degree,查詢複雜度,,,
359,query decomposition,查詢分解,,,
360,query evaluation algorithm,查詢評估演算法,,,
361,query evaluation and search technique,查詢評估與搜尋技術,,,
362,query facility,查詢設施,,,
363,query generation language,查詢產生語言,,,
364,query header,查詢標頭,,,
365,query interactive processor,查詢交談處理機,,,
366,query language,查詢語言,查詢語言 ,,
367,query language development,查詢語言開發,,,
368,query language expert,查詢語言專家,,,
369,query language one,查問語言/1,,,
370,query language processor,查詢語言處理機,,,
371,query language semantics,查詢語言語意,,,
372,query language,查詢語言；詢問語言,,,
373,query language/INTERCOMM ,查詢語言／INTERCOMM（MARK/IV機的一種特性）,,,
374,query management facility,查詢管理設施,,,
375,query mode,查詢模式,,,
376,query modification,查詢修改,,,
377,query name,查詢名稱,,,
378,query normalization,查詢正規化,,,
379,query optimization,查詢最佳化,查詢優化 ,,
380,query optimizer,查詢最佳化器,,,
381,query path,查詢路徑,,,
382,query processing,查詢處理,,,
383,query processing subsystem,查詢處理子系統,,,
384,query reply,查詢答覆,,,
385,query reply mode,查詢答覆模式,,,
386,query similarity,查詢相似性,,,
387,query specification,查詢說明書,,,
388,query station,查詢站,,,
389,query time,查詢時間,,,
390,query translator,查詢翻譯器,,,
391,query type,查詢類型,,,
392,query/report writer,查詢／報告撰寫器,,,
393,querying database,詢問資料庫,,,
394,question,詢問；問題,,,
395,question and answer system,問答系統,,,
396,question and answer,問與答,,,
397,question and answering,問題和回答,,,
398,question answer,問答,,,
399,question answer system,問答系統,,,
400,question answering 3,3型問答系統,,,
401,question answering system,問答系統；問題回答系統,問題回答系統 ,,
402,question file,問題檔案,,,
403,question logical formulation,提問邏輯公式化,,,
404,question mark,問號,,,
405,question vector,提問向量,,,
406,questionnaire,問卷,,,
407,queue,隊列；佇列,隊列 ,,
408,queue access method,佇列存取方法,,,
409,queue access,佇列存取,,,
410,queue adjustment,佇列調整,,,
411,queue alpha factor,佇列alpha因數,,,
412,queue analyzer system,佇列分析器系統,,,
413,queue back chain,佇列反向鍊,,,
414,queue control,佇列控制,,,
415,queue control block,隊列控制（方）塊；佇列控制塊；佇列控制分程序,隊列控制塊 ,,
416,queue control record,佇列控制記錄,,,
417,queue control task block,佇列控制任務塊,,,
418,queue data set,佇列資料集,,,
419,queue descriptor block,佇列描述符塊,,,
420,queue descriptor,佇列描述符,,,
421,queue directory,佇列目錄,,,
422,queue discipline,佇列規則；佇列原則,,,
423,queue driven task,佇列驅動任務,,,
424,queue element control block,佇列元件控制塊,,,
425,queue element,佇列元素,,,
426,queue empty,佇列空,,,
427,queue executive interface,佇列執行介面,,,
428,queue file,佇列檔案,,,
429,queue front,佇列前端,,,
430,queue full,佇列滿,,,
431,queue hash table,佇列散列表,,,
432,queue header,佇列標頭,,,
433,queue input/output,佇列輸入輸出,,,
434,queue length,佇列長度；佇長,,,
435,queue link word,佇列鏈接字,,,
436,queue linkage entry,佇列鏈接入口,,,
437,queue list,佇列列表,隊列表 ,,
438,queue management,佇列管理,,,
439,queue manager,佇列經理,,,
440,queue name,佇列名,,,
441,queue object,佇列目標,,,
442,queue of interrupt,中斷佇列,,,
443,queue pointer,佇列指標,,,
444,queue priority,佇列優先順序,,,
445,queue rear,佇列後部；佇列尾部,,,
446,queue register,佇列暫存器,,,
447,queue request,佇列請求,,,
448,queue run time,佇列運行時間,,,
449,queue search limit,佇列查尋限制；佇列查找限制；佇列搜尋限制,,,
450,queue semaphore,佇列旗號,,,
451,queue size,等候線大小；佇列長度；佇列大小,,,
452,queue slice,佇列片,,,
453,queue state of task,任務的佇列狀態,,,
454,queue structure,隊佇列結構,,,
455,queue table,佇列表；隊列表,,,
456,queue thread,佇列線索,,,
457,queue type,佇列類型,,,
458,queue work file,佇列工作檔案,,,
459,queued access,佇列存取,,,
460,queued access method,佇列存取法,,,
461,queued communication interface,佇列通信介面,,,
462,queued content addressed memory,佇列型內容定址記憶體,,,
463,queued control,佇列控制,,,
464,queued file,佇列檔案,,,
465,queued file access,佇列檔案存取,,,
466,queued for connection,等待連接佇列,,,
467,queued for logon,等待登入佇列,,,
468,queued indexed access memory,佇列索引存取記憶體,,,
469,queued indexed sequential access method,佇列索引順序存取法,,,
470,queued logon request,佇列登入請求,排隊注冊請求 ,,
471,queued printing services,佇列列印服務,,,
472,queued sequential access method,佇列順序存取方法；隊列順序接達法,,,
473,queued session,佇列對話（期）,,,
474,queued telecommunications access method,佇列電信存取法；佇列式遠程通信存取法；隊列電傳接達法,,,
475,queued teleprocessing access method,佇列電傳處理存取法,,,
476,queued terminal access method,佇列終端存取法,,,
477,queued transaction handling,佇列異動處置,,,
478,queuing,排隊；佇列,排隊 ,,
479,queuing analysis,佇列分析,,,
480,queuing behavior,佇列特性；佇列性能,,,
481,queuing buffer,佇列緩衝器；佇列緩衝區,,,
482,queuing delay,佇列延遲,,,
483,queuing delay time,佇列延遲時間,,,
484,queuing description,佇列描述,,,
485,queuing discipline,佇列規則；排隊紀律,排隊規則 ,,
486,queuing list,佇列表,排隊表 ,,
487,queuing logic,佇列邏輯,,,
488,queuing mechanism,佇列機構；佇列機理,,,
489,queuing message,佇列訊息；佇列報文,,,
490,queuing method,排隊方法,,,
491,queuing model,佇列模型,排隊模型 ,,
492,queuing network model,佇列網路模型,,,
493,queuing problem,佇列問題,,,
494,queuing process,佇列過程,排隊進程 ,,
495,queuing register,佇列暫存器,,,
496,queuing routine,佇列常式,,,
497,queuing semaphore,佇列旗號,,,
498,queuing specification,佇列說明,,,
499,queuing system,佇列系統,,,
500,queuing theory,排隊理論；佇列理論,,,
501,queuing time,佇列時間,,,
502,quibinary,五二進,,,
503,quibinary code,五二進碼,,,
504,quibinary coded decimal notation,五二進編碼十進記法,,,
505,quibinary notation,五二進記法,,,
506,quick,快速（的）；快（的）,,,
507,quick access,快速存取；立即存取,,,
508,quick access generator,快速存取產生器,,,
509,quick access memory,快速存取記憶體,,,
510,quick access permanent file,快速存取永久檔案,,,
511,quick access report,快速存取報告；快速可取報告,,,
512,quick access storage,快速存取儲存器,,,
513,quick access store,快速存取儲存器,,,
514,quick access time-sharing file,快速存取分時檔案,,,
515,quick acting,快速作用；快速動作,,,
516,quick and effective system of enhance retrieval,提高檢索效率的快速有效系統,,,
517,quick break,快速間斷,,,
518,quick break quick make,快通快斷,,,
519,quick cell,快速單元,,,
520,quick cell facility,快速單元設施,,,
521,quick change real-time,即時快速變化,,,
522,quick change,快速變化,,,
523,quick close-down,快速關閉,,,
524,quick dependable communication,快速可靠通訊,,,
525,quick detachable,可快速拆卸的,,,
526,quick diagnostic debugging program,快速診斷除錯程式,,,
527,quick disconnect,快速切斷,,,
528,quick disconnection,快速切斷,,,
529,quick draw graphics system,快速製圖系統,,,
530,quick editor,快速編輯器,,,
531,quick fit method,快速適合法,,,
532,quick FORTRAN,快速FORTRAN語言,,,
533,quick ground,快速接地,,,
534,quick guide,快速導引,,,
535,quick help,簡易解說畫面,,,
536,quick hit,快速命中,,,
537,quick indexed sequential access method,快速索引順序存取法,,,
538,quick initialization,快速初始化,,,
539,quick inquiry processor,快速詢問處理機,,,
540,quick knockdown,快速拆卸,,,
541,quick loading,快速載入,,,
542,quick look and checkout system,粗查檢測系統,,,
543,quick look processor,快速檢查處理機；快速查找處理系統,,,
544,quick make and break contact,快速通／斷接點；快速通／斷接觸,,,
545,quick printer,快速列印機,,,
546,quick processing,快速處理；迅速處理,,,
547,quick reaction communication,快速反應通信,,,
548,quick reaction,快速反應,,,
549,quick read flow sheet,速讀流程單,,,
550,quick recall diagram,快速再呼叫圖,,,
551,quick recovery,快速恢復（資料庫故障恢復方式之一）,,,
552,quick release latch,快速釋放閂（磁帶盤的）,,,
553,quick relocate and link,快速再定位與鏈接,,,
554,quick response,快速回應,,,
555,quick response targeting program,快速回應瞄準目標程式,,,
556,quick sort,快速分類；快速排序,,,
557,quick sort program,快速分類程式,,,
558,quick sort scheme,快速排序方案,,,
559,quick start,快速起動,,,
560,quick switching,快速交換,,,
561,quick system programming language,快速系統程式設計語言,,,
562,quick text editor,快速正文編輯器,,,
563,quick translator,快速翻譯器,,,
564,quicksort,快速排序,快速排序 ,,
565,quiesce,靜止,,,
566,quiesce at end of chain,鏈結束時禁止操作；鍊結束靜止,,,
567,quiesce communication,靜態通信,,,
568,quiesce complete,靜止完全,,,
569,quiesce protocol,靜態協定,,,
570,quiesce-completed,靜止期結束；禁止操作完成,,,
571,quiesce-completed indicator,靜止期結束指示器,,,
572,quiescent,靜止；靜態,,,
573,quiescent carrier modulation,靜態載波調變,,,
574,quiescent carrier transmission,靜態載波傳輸,,,
575,quiescent condition,靜止狀態,,,
576,quiescent current,靜態電流,,,
577,quiescent operating point,靜態操作點,,,
578,quiescent point,靜態點,,,
579,quiescent state,靜止狀態,,,
580,quiescent time,靜止時間（脈衝間隔）,,,
581,quiescing,停頓；靜止,,,
582,quiet,安靜,,,
583,quiet automatic volume control,無噪聲自動音量控制,,,
584,quiet error,無聲錯誤,,,
585,quiet point,安靜點,,,
586,quiet recording mode,無聲記錄模式,,,
587,quieting,靜態（特性）,,,
588,quinary,五進,,,
589,quinary code,五進制碼,,,
590,quinary digit,五進制數字,,,
591,quinary notation,五進記法,,,
592,quindenary,五進制的,,,
593,Quine-McCluskey method,奎因－麥克拉斯基法,,,
594,Quine's method,奎因法；一種簡化開關函數的方法,,,
595,quinted,五位元組,,,
596,quintet,五重組；五位字節,,,
597,quintic,五次,,,
598,quintic curve,五次曲線,,,
599,quintic equation,五次方程式,,,
600,quintuple,五元,,,
601,quintuple form,五元組形式,,,
602,quintuple Turing computable function,五元組杜林可計算函數,,,
603,quintuple Turing machine,五元組杜林機,,,
604,quintupler,五倍器,,,
605,quintuplicate,五倍的；五重的,,,
606,quintupling,（成）五倍,,,
607,quit,退出；結束,,,
608,quite-correct,完全正確,,,
609,Q-unsatisfiability,Q不可滿足性,,,
610,Quodata management system,Quodata管理系統,,,
611,quota,配額；定額,,,
612,quota input processor,定額輸入處理機,,,
613,quota sample,定額樣本,,,
614,quotation,引用,,,
615,quotation extended description,引用延伸描述,,,
616,quotation mark,引號,,,
617,quotation master file,詢價主檔,,,
618,quotation record,報價記錄,,,
619,quotation request,詢價,,,
620,quote,引用；報價,,,
621,quote character,引用字元,,,
622,quote image,引用影像,,,
623,quote mark,引用標示,,,
624,quote symbol,引用符號,,,
625,quoted lead time,報價前置時間,,,
626,quoted string,引證串；引證字串,,,
627,quoted-string literal,引證串文字,,,
628,quote-identify,識別引用,,,
629,quotient,商；商數,,,
630,quotient address,商位址,,,
631,quotient address operand,商位址運算元,,,
632,quotient algebra,商代數學,,,
633,quotient counter,商計數器,,,
634,quotient difference algorithm,商差算法,,,
635,quotient graph,商圖,,,
636,quotient group,商群,,,
637,quotient multiplier register,商乘數暫存器,,,
638,quotient register,商暫存器,,,
639,quotient string,商串,,,
640,quotient tree,商樹（法）,,,
641,quoting,引號；引用,,,
642,Qwerty keyboard,Qwerty鍵盤,,,
643,Q-zero compiler,Q零編譯器,,,
